FILE;Date;Time;Latitude;Longitude;Altitude;Category;Severity;Commentary
G0040530.JPG;2020:04:15;(6, 1, 17, 1, 57, 1);46.7778071;6.6366044;465.783;5;1;
G0040531.JPG;2020:04:15;(6, 1, 18, 1, 2, 1);46.7778687;6.6364957;466.214;5;1;
G0040532.JPG;2020:04:15;(6, 1, 18, 1, 7, 1);46.7778372;6.6363966;469.373;5;1;
G0040533.JPG;2020:04:15;(6, 1, 18, 1, 12, 1);46.7777755;6.6363325;466.832;5;1;
G0040534.JPG;2020:04:15;(6, 1, 18, 1, 17, 1);46.7776892;6.636232;465.598;5;1;
G0040535.JPG;2020:04:15;(6, 1, 18, 1, 22, 1);46.7776;6.6361051;467.893;5;1;
G0040536.JPG;2020:04:15;(6, 1, 18, 1, 27, 1);46.7775133;6.6359549;474.735;4;3;
G0040537.JPG;2020:04:15;(6, 1, 18, 1, 32, 1);46.7774735;6.6358704;479.56;4;3;
G0040538.JPG;2020:04:15;(6, 1, 18, 1, 37, 1);46.7774663;6.6358279;480.595;5;1;
G0040539.JPG;2020:04:15;(6, 1, 18, 1, 42, 1);46.7775015;6.6357587;481.409;5;1;curb ramp e.o.
G0040540.JPG;2020:04:15;(6, 1, 18, 1, 47, 1);46.7775224;6.6356787;480.733;5;1;
G0040541.JPG;2020:04:15;(6, 1, 18, 1, 52, 1);46.7775302;6.6355604;479.953;5;1;
G0040542.JPG;2020:04:15;(6, 1, 18, 1, 57, 1);46.7775944;6.6354504;479.909;5;1;
G0040543.JPG;2020:04:15;(6, 1, 19, 1, 2, 1);46.7776794;6.6353405;480.42;5;1;
G0040544.JPG;2020:04:15;(6, 1, 19, 1, 7, 1);46.7777647;6.6352449;482.251;5;1;
G0040545.JPG;2020:04:15;(6, 1, 19, 1, 12, 1);46.7778576;6.6351438;482.056;5;1;
G0040546.JPG;2020:04:15;(6, 1, 19, 1, 17, 1);46.7779171;6.6350914;482.629;5;1;
G0040547.JPG;2020:04:15;(6, 1, 19, 1, 22, 1);46.7778894;6.6350987;482.377;5;1;
G0040548.JPG;2020:04:15;(6, 1, 19, 1, 27, 1);46.7778217;6.63516;482.998;5;1;
G0040549.JPG;2020:04:15;(6, 1, 19, 1, 32, 1);46.777725;6.6352675;483.64;5;1;
G0040550.JPG;2020:04:15;(6, 1, 19, 1, 37, 1);46.7776365;6.6353765;483.62;5;1;
G0040551.JPG;2020:04:15;(6, 1, 19, 1, 42, 1);46.7775621;6.635484;482.069;5;1;
G0040552.JPG;2020:04:15;(6, 1, 19, 1, 47, 1);46.7775406;6.6355101;480.793;5;1;
G0040553.JPG;2020:04:15;(6, 1, 19, 1, 52, 1);46.77753;6.6355251;480.111;5;1;curb ramp e.o.
G0040554.JPG;2020:04:15;(6, 1, 19, 1, 57, 1);46.7775166;6.6355353;479.986;5;1;curb ramp e.o.
G0040555.JPG;2020:04:15;(6, 1, 20, 1, 2, 1);46.7775185;6.6355413;479.046;5;1;curb ramp e.o.
G0040556.JPG;2020:04:15;(6, 1, 20, 1, 7, 1);46.777516;6.6355483;479.126;5;1;curb ramp e.o.
G0040557.JPG;2020:04:15;(6, 1, 20, 1, 12, 1);46.7774748;6.6355183;479.886;5;1;curb ramp e.o.
G0040558.JPG;2020:04:15;(6, 1, 20, 1, 17, 1);46.7774502;6.6354041;479.226;5;1;
G0040559.JPG;2020:04:15;(6, 1, 20, 1, 22, 1);46.7775195;6.6353002;479.635;5;1;
G0040560.JPG;2020:04:15;(6, 1, 20, 1, 27, 1);46.7776078;6.6351823;481.543;5;1;
G0040561.JPG;2020:04:15;(6, 1, 20, 1, 32, 1);46.7776812;6.6350793;479.584;5;1;
G0040562.JPG;2020:04:15;(6, 1, 20, 1, 37, 1);46.7777663;6.6349692;477.933;5;1;
G0040563.JPG;2020:04:15;(6, 1, 20, 1, 42, 1);46.777791;6.6349412;478.611;5;1;
G0040564.JPG;2020:04:15;(6, 1, 20, 1, 47, 1);46.777843;6.6348833;479.487;5;1;
G0040565.JPG;2020:04:15;(6, 1, 20, 1, 52, 1);46.7779343;6.6347819;480.383;5;1;
G0040566.JPG;2020:04:15;(6, 1, 20, 1, 57, 1);46.7780272;6.6346769;480.525;5;1;
G0040567.JPG;2020:04:15;(6, 1, 21, 1, 2, 1);46.7780589;6.6346274;480.861;5;1;curb ramp e.o.
G0040568.JPG;2020:04:15;(6, 1, 21, 1, 7, 1);46.7780617;6.6346205;481.489;5;1;curb ramp e.o.
G0040569.JPG;2020:04:15;(6, 1, 21, 1, 12, 1);46.7780507;6.6345932;481.449;5;1;
G0040570.JPG;2020:04:15;(6, 1, 21, 1, 17, 1);46.7780015;6.6345173;479.148;4;2;
G0040571.JPG;2020:04:15;(6, 1, 21, 1, 22, 1);46.7779184;6.6344075;476.826;5;1;
G0040572.JPG;2020:04:15;(6, 1, 21, 1, 27, 1);46.7778302;6.6342865;474.555;5;1;
G0040573.JPG;2020:04:15;(6, 1, 21, 1, 32, 1);46.777739;6.6341661;474.625;5;1;
G0040574.JPG;2020:04:15;(6, 1, 21, 1, 37, 1);46.7776627;6.6340651;472.203;5;1;
G0040575.JPG;2020:04:15;(6, 1, 21, 1, 42, 1);46.7775793;6.6339546;470.894;5;1;
G0040576.JPG;2020:04:15;(6, 1, 21, 1, 47, 1);46.777523;6.6338607;470.7;5;1;
G0040577.JPG;2020:04:15;(6, 1, 21, 1, 52, 1);46.7774449;6.6337367;468.576;5;1;
G0040578.JPG;2020:04:15;(6, 1, 21, 1, 57, 1);46.7773623;6.6336222;468.415;5;1;
G0040579.JPG;2020:04:15;(6, 1, 22, 1, 2, 1);46.7772669;6.6335152;469.822;5;1;
G0040580.JPG;2020:04:15;(6, 1, 22, 1, 7, 1);46.7771751;6.633391;468.478;5;1;
G0040581.JPG;2020:04:15;(6, 1, 22, 1, 12, 1);46.7770794;6.6332577;467.705;5;1;
G0040582.JPG;2020:04:15;(6, 1, 22, 1, 17, 1);46.7769908;6.6331427;468.372;5;1;
G0040583.JPG;2020:04:15;(6, 1, 22, 1, 22, 1);46.7769085;6.6330212;465.641;5;1;
G0040584.JPG;2020:04:15;(6, 1, 22, 1, 27, 1);46.7768256;6.6328993;464.263;5;1;
G0040585.JPG;2020:04:15;(6, 1, 22, 1, 32, 1);46.7767349;6.632791;464.348;5;1;
G0040586.JPG;2020:04:15;(6, 1, 22, 1, 37, 1);46.7766502;6.6326808;463.565;5;1;
G0040587.JPG;2020:04:15;(6, 1, 22, 1, 42, 1);46.7765623;6.6325569;463.575;5;1;
G0040588.JPG;2020:04:15;(6, 1, 22, 1, 47, 1);46.7765296;6.6325089;464.639;5;1;
G0040589.JPG;2020:04:15;(6, 1, 22, 1, 52, 1);46.7764896;6.6324528;464.927;5;1;
G0040590.JPG;2020:04:15;(6, 1, 22, 1, 57, 1);46.7763983;6.6323312;466.421;5;1;
G0040591.JPG;2020:04:15;(6, 1, 23, 1, 2, 1);46.7763086;6.6322021;468.594;5;1;
G0040592.JPG;2020:04:15;(6, 1, 23, 1, 7, 1);46.7762149;6.6320575;471.106;5;1;
G0040593.JPG;2020:04:15;(6, 1, 23, 1, 12, 1);46.776123;6.631918;471.241;5;1;
G0040594.JPG;2020:04:15;(6, 1, 23, 1, 17, 1);46.7760326;6.6317885;469.759;5;1;
G0040595.JPG;2020:04:15;(6, 1, 23, 1, 22, 1);46.7759255;6.6316426;469.113;5;1;
G0040596.JPG;2020:04:15;(6, 1, 23, 1, 27, 1);46.7758176;6.6314722;469.832;5;1;
G0040597.JPG;2020:04:15;(6, 1, 23, 1, 32, 1);46.7757013;6.6312952;469.028;5;1;
G0040598.JPG;2020:04:15;(6, 1, 23, 1, 37, 1);46.7755912;6.6311129;468.88;5;1;
G0040599.JPG;2020:04:15;(6, 1, 23, 1, 42, 1);46.7755046;6.6309707;468.111;5;1;
G0040600.JPG;2020:04:15;(6, 1, 23, 1, 47, 1);46.775444;6.6308071;468.083;5;1;
G0040601.JPG;2020:04:15;(6, 1, 23, 1, 52, 1);46.7754054;6.6306371;464.664;5;1;
G0040602.JPG;2020:04:15;(6, 1, 23, 1, 57, 1);46.7753712;6.6304677;461.119;5;1;
G0040603.JPG;2020:04:15;(6, 1, 24, 1, 2, 1);46.7753293;6.6303;459.396;5;1;
G0040604.JPG;2020:04:15;(6, 1, 24, 1, 7, 1);46.7752777;6.6301187;459.472;5;1;
G0040605.JPG;2020:04:15;(6, 1, 24, 1, 12, 1);46.7752155;6.6299411;462.749;5;1;
G0040606.JPG;2020:04:15;(6, 1, 24, 1, 17, 1);46.7751585;6.6297661;465.647;5;1;curb ramp e.o.
G0040607.JPG;2020:04:15;(6, 1, 24, 1, 22, 1);46.7751126;6.6296735;471.615;5;1;curb ramp e.o.
G0040608.JPG;2020:04:15;(6, 1, 24, 1, 27, 1);46.775099;6.6296482;474.893;5;1;curb ramp e.o.
G0040609.JPG;2020:04:15;(6, 1, 24, 1, 32, 1);46.7750553;6.6296493;476.223;5;1;
G0040610.JPG;2020:04:15;(6, 1, 24, 1, 37, 1);46.7749677;6.6297063;476.363;5;1;
G0040611.JPG;2020:04:15;(6, 1, 24, 1, 42, 1);46.7748783;6.6297742;476.634;5;1;
G0040612.JPG;2020:04:15;(6, 1, 24, 1, 47, 1);46.7748217;6.6298262;476.243;5;1;
G0040613.JPG;2020:04:15;(6, 1, 24, 1, 52, 1);46.7747571;6.629909;476.502;5;1;
G0040614.JPG;2020:04:15;(6, 1, 24, 1, 57, 1);46.7746837;6.6300031;476.831;5;1;
G0040615.JPG;2020:04:15;(6, 1, 25, 1, 2, 1);46.7746191;6.6300946;475.833;5;1;
G0040616.JPG;2020:04:15;(6, 1, 25, 1, 7, 1);46.7745458;6.6302226;474.786;5;1;
G0040617.JPG;2020:04:15;(6, 1, 25, 1, 12, 1);46.774467;6.6303862;473.758;7;3;plus de trottoir
G0040618.JPG;2020:04:15;(6, 1, 25, 1, 17, 1);46.7743729;6.630521;473.693;7;3;plus de trottoir
G0040619.JPG;2020:04:15;(6, 1, 25, 1, 22, 1);46.7742865;6.6306527;473.694;7;3;plus de trottoir
G0040620.JPG;2020:04:15;(6, 1, 25, 1, 27, 1);46.7742004;6.6307875;474.288;7;3;plus de trottoir
G0040621.JPG;2020:04:15;(6, 1, 25, 1, 32, 1);46.7741052;6.6309366;474.674;7;3;plus de trottoir
G0040622.JPG;2020:04:15;(6, 1, 25, 1, 37, 1);46.7740126;6.631071;475.337;7;3;plus de trottoir
G0040623.JPG;2020:04:15;(6, 1, 25, 1, 42, 1);46.7739293;6.6312064;476.497;7;3;plus de trottoir
G0040624.JPG;2020:04:15;(6, 1, 25, 1, 47, 1);46.7738549;6.6313062;477.382;7;3;plus de trottoir
G0040625.JPG;2020:04:15;(6, 1, 25, 1, 52, 1);46.7737785;6.6313868;478.149;7;3;plus de trottoir
G0040626.JPG;2020:04:15;(6, 1, 25, 1, 57, 1);46.7736893;6.6314276;478.24;5;1;
G0040627.JPG;2020:04:15;(6, 1, 26, 1, 2, 1);46.7736225;6.6314214;478.022;5;1;
G0040628.JPG;2020:04:15;(6, 1, 26, 1, 7, 1);46.7735442;6.6313767;478.412;5;1;curb ramp e.o.
G0040629.JPG;2020:04:15;(6, 1, 26, 1, 12, 1);46.7734965;6.6314235;478.498;5;1;curb ramp e.o.
G0040630.JPG;2020:04:15;(6, 1, 26, 1, 17, 1);46.7734446;6.6315163;477.957;5;1;
G0040631.JPG;2020:04:15;(6, 1, 26, 1, 22, 1);46.7734422;6.6316639;477.053;5;1;
G0040632.JPG;2020:04:15;(6, 1, 26, 1, 27, 1);46.7734249;6.6317905;474.824;5;1;curb ramp e.o.
G0040633.JPG;2020:04:15;(6, 1, 26, 1, 32, 1);46.773462;6.631873;475.782;5;1;curb ramp e.o.
G0040634.JPG;2020:04:15;(6, 1, 26, 1, 37, 1);46.7735167;6.6319652;474.877;5;1;curb ramp e.o.
G0040635.JPG;2020:04:15;(6, 1, 26, 1, 42, 1);46.7735684;6.6319449;477.48;5;1;
G0040636.JPG;2020:04:15;(6, 1, 26, 1, 47, 1);46.7736206;6.6318878;476.549;5;1;
G0040637.JPG;2020:04:15;(6, 1, 26, 1, 52, 1);46.7737056;6.6319136;478.994;5;1;curb ramp e.o.
G0040638.JPG;2020:04:15;(6, 1, 26, 1, 57, 1);46.7737458;6.6319325;479.089;5;1;curb ramp e.o.
G0040639.JPG;2020:04:15;(6, 1, 27, 1, 2, 1);46.7737812;6.6318788;478.973;1;3;Abaissement sur du gravier et etroit
G0040640.JPG;2020:04:15;(6, 1, 27, 1, 7, 1);46.7737803;6.6318017;478.814;5;1;
G0040641.JPG;2020:04:15;(6, 1, 27, 1, 12, 1);46.7737599;6.6316384;479.354;5;1;
G0040642.JPG;2020:04:15;(6, 1, 27, 1, 17, 1);46.7738312;6.6315024;479.195;5;1;
G0040643.JPG;2020:04:15;(6, 1, 27, 1, 22, 1);46.7739361;6.6313492;478.781;5;1;
G0040644.JPG;2020:04:15;(6, 1, 27, 1, 27, 1);46.7740576;6.6311663;478.332;5;1;
G0040645.JPG;2020:04:15;(6, 1, 27, 1, 32, 1);46.7741714;6.6309901;478.112;5;1;
G0040646.JPG;2020:04:15;(6, 1, 27, 1, 37, 1);46.774275;6.6308432;478.134;5;1;
G0040647.JPG;2020:04:15;(6, 1, 27, 1, 42, 1);46.7743678;6.6306971;478.187;5;1;
G0040648.JPG;2020:04:15;(6, 1, 27, 1, 47, 1);46.7744637;6.6305657;478.638;5;1;
G0040649.JPG;2020:04:15;(6, 1, 27, 1, 52, 1);46.7745337;6.630448;478.878;5;1;
G0040650.JPG;2020:04:15;(6, 1, 27, 1, 57, 1);46.7746039;6.630329;478.946;5;1;
G0040651.JPG;2020:04:15;(6, 1, 28, 1, 2, 1);46.774675;6.6302382;479.304;5;1;
G0040652.JPG;2020:04:15;(6, 1, 28, 1, 7, 1);46.7747458;6.630145;479.704;5;1;
G0040653.JPG;2020:04:15;(6, 1, 28, 1, 12, 1);46.7748112;6.6300693;479.076;5;1;
G0040654.JPG;2020:04:15;(6, 1, 28, 1, 17, 1);46.7748532;6.6300139;479.445;5;1;
G0040655.JPG;2020:04:15;(6, 1, 28, 1, 22, 1);46.7748847;6.6299982;479.476;4;5;
G0040656.JPG;2020:04:15;(6, 1, 28, 1, 27, 1);46.7749137;6.6300342;479.273;5;1;
G0040657.JPG;2020:04:15;(6, 1, 28, 1, 32, 1);46.7749383;6.6300856;478.899;4;5;
G0040658.JPG;2020:04:15;(6, 1, 28, 1, 37, 1);46.774962;6.6301298;479.043;4;5;
G0040659.JPG;2020:04:15;(6, 1, 28, 1, 42, 1);46.7749624;6.6300948;479.992;4;5;
G0040660.JPG;2020:04:15;(6, 1, 28, 1, 47, 1);46.7749308;6.6300354;479.752;4;5;
G0040661.JPG;2020:04:15;(6, 1, 28, 1, 52, 1);46.774907;6.6299651;480.786;5;1;
G0040662.JPG;2020:04:15;(6, 1, 28, 1, 57, 1);46.7748693;6.629949;481.982;5;1;
G0040663.JPG;2020:04:15;(6, 1, 29, 1, 2, 1);46.7748183;6.6300027;482.242;5;1;
G0040664.JPG;2020:04:15;(6, 1, 29, 1, 7, 1);46.7747495;6.6301029;481.614;5;1;
G0040665.JPG;2020:04:15;(6, 1, 29, 1, 12, 1);46.7746726;6.6302051;480.063;5;1;
G0040666.JPG;2020:04:15;(6, 1, 29, 1, 17, 1);46.774584;6.6303412;479.423;5;1;
G0040667.JPG;2020:04:15;(6, 1, 29, 1, 22, 1);46.7744994;6.630488;478.565;5;1;
G0040668.JPG;2020:04:15;(6, 1, 29, 1, 27, 1);46.774401;6.6306263;477.968;5;1;
G0040669.JPG;2020:04:15;(6, 1, 29, 1, 32, 1);46.7743147;6.6307599;477.912;5;1;
G0040670.JPG;2020:04:15;(6, 1, 29, 1, 37, 1);46.7742209;6.6309134;477.579;5;1;
G0040671.JPG;2020:04:15;(6, 1, 29, 1, 42, 1);46.7741324;6.6310459;477.308;5;1;
G0040672.JPG;2020:04:15;(6, 1, 29, 1, 47, 1);46.7740465;6.6311738;477.113;5;1;
G0040673.JPG;2020:04:15;(6, 1, 29, 1, 52, 1);46.7739675;6.631304;476.997;5;1;
G0040674.JPG;2020:04:15;(6, 1, 29, 1, 57, 1);46.7738833;6.6314306;477.643;5;1;
G0040675.JPG;2020:04:15;(6, 1, 30, 1, 2, 1);46.7738092;6.6315452;478.052;5;1;
G0040676.JPG;2020:04:15;(6, 1, 30, 1, 7, 1);46.7738082;6.631695;478.441;5;1;
G0040677.JPG;2020:04:15;(6, 1, 30, 1, 12, 1);46.7738305;6.6318039;478.072;5;1;curb ramp e.o.
G0040678.JPG;2020:04:15;(6, 1, 30, 1, 17, 1);46.7738088;6.6318788;479.635;5;1;curb ramp e.o.
G0040679.JPG;2020:04:15;(6, 1, 30, 1, 22, 1);46.7738136;6.6319399;480.265;5;1;
G0040680.JPG;2020:04:15;(6, 1, 30, 1, 27, 1);46.7738694;6.6320218;479.872;5;1;
G0040681.JPG;2020:04:15;(6, 1, 30, 1, 32, 1);46.7739505;6.6321146;479.407;3;4;
G0040682.JPG;2020:04:15;(6, 1, 30, 1, 37, 1);46.7740265;6.6322108;479.191;5;1;
G0040683.JPG;2020:04:15;(6, 1, 30, 1, 42, 1);46.7740712;6.6322592;478.457;5;1;
G0040684.JPG;2020:04:15;(6, 1, 30, 1, 47, 1);46.7740826;6.6322555;479.274;5;1;curb ramp e.o.
G0040685.JPG;2020:04:15;(6, 1, 30, 1, 52, 1);46.7741041;6.6322388;480.134;5;1;
G0040686.JPG;2020:04:15;(6, 1, 30, 1, 57, 1);46.7741265;6.632205;480.134;1;4;
G0040687.JPG;2020:04:15;(6, 1, 31, 1, 2, 1);46.774173;6.6322352;480.21;4;4;
G0040688.JPG;2020:04:15;(6, 1, 31, 1, 7, 1);46.7741779;6.6322282;481.202;4;4;
G0040689.JPG;2020:04:15;(6, 1, 31, 1, 12, 1);46.7741694;6.6321826;481.206;4;4;
G0040690.JPG;2020:04:15;(6, 1, 31, 1, 17, 1);46.7742184;6.6321589;481.052;4;4;
G0040691.JPG;2020:04:15;(6, 1, 31, 1, 22, 1);46.774263;6.632151;481.261;4;4;
G0040692.JPG;2020:04:15;(6, 1, 31, 1, 27, 1);46.7743109;6.6321293;481.517;5;1;
G0040693.JPG;2020:04:15;(6, 1, 31, 1, 32, 1);46.7743462;6.6320796;481.219;5;1;
G0040694.JPG;2020:04:15;(6, 1, 31, 1, 37, 1);46.7744207;6.6319618;480.859;5;1;
G0040695.JPG;2020:04:15;(6, 1, 31, 1, 42, 1);46.7745089;6.6318216;480.02;5;1;
G0040696.JPG;2020:04:15;(6, 1, 31, 1, 47, 1);46.7745998;6.6316781;479.56;5;1;
G0040697.JPG;2020:04:15;(6, 1, 31, 1, 52, 1);46.7746991;6.6315393;479.467;5;1;
G0040698.JPG;2020:04:15;(6, 1, 31, 1, 57, 1);46.7747838;6.6314166;479.48;5;1;
G0040699.JPG;2020:04:15;(6, 1, 32, 1, 2, 1);46.7748553;6.6313102;479.914;3;2;
G0040700.JPG;2020:04:15;(6, 1, 32, 1, 7, 1);46.7749094;6.6312273;479.683;5;1;
G0040701.JPG;2020:04:15;(6, 1, 32, 1, 12, 1);46.7749991;6.6311025;480.165;5;1;
G0040702.JPG;2020:04:15;(6, 1, 32, 1, 17, 1);46.7750509;6.6310198;480.068;4;5;
G0040703.JPG;2020:04:15;(6, 1, 32, 1, 22, 1);46.7750596;6.6310211;480.051;4;5;
G0040704.JPG;2020:04:15;(6, 1, 32, 1, 27, 1);46.7750822;6.6310568;479.873;4;5;
G0040705.JPG;2020:04:15;(6, 1, 32, 1, 32, 1);46.77506;6.6311276;479.601;5;1;
G0040706.JPG;2020:04:15;(6, 1, 32, 1, 37, 1);46.7749888;6.631199;477.134;5;1;
G0040707.JPG;2020:04:15;(6, 1, 32, 1, 42, 1);46.7749114;6.6313204;477.268;5;1;
G0040708.JPG;2020:04:15;(6, 1, 32, 1, 47, 1);46.774829;6.6314445;477.045;5;1;
G0040709.JPG;2020:04:15;(6, 1, 32, 1, 52, 1);46.7747524;6.6315628;475.02;5;1;
G0040710.JPG;2020:04:15;(6, 1, 32, 1, 57, 1);46.7746703;6.631691;474.88;5;1;
G0040711.JPG;2020:04:15;(6, 1, 33, 1, 2, 1);46.7745893;6.6318122;475.517;5;1;
G0040712.JPG;2020:04:15;(6, 1, 33, 1, 7, 1);46.7745135;6.6319367;475.036;5;1;
G0040713.JPG;2020:04:15;(6, 1, 33, 1, 12, 1);46.7744323;6.6320549;475.576;5;1;
G0040714.JPG;2020:04:15;(6, 1, 33, 1, 17, 1);46.7743843;6.6321179;476.054;3;5;
G0040715.JPG;2020:04:15;(6, 1, 33, 1, 22, 1);46.7743326;6.6322184;476.432;5;1;
G0040716.JPG;2020:04:15;(6, 1, 33, 1, 27, 1);46.7743161;6.6322972;477.14;7;3;Abaissement sans passage clouté
G0040717.JPG;2020:04:15;(6, 1, 33, 1, 32, 1);46.7743039;6.6323888;476.629;5;1;
G0040718.JPG;2020:04:15;(6, 1, 33, 1, 37, 1);46.7743191;6.6324574;479.317;4;5;Travaux
G0040719.JPG;2020:04:15;(6, 1, 33, 1, 42, 1);46.774353;6.6325115;481.083;4;5;
G0040720.JPG;2020:04:15;(6, 1, 33, 1, 47, 1);46.7744024;6.6325716;481.68;4;5;
G0040721.JPG;2020:04:15;(6, 1, 33, 1, 52, 1);46.7744457;6.6326374;481.191;5;1;
G0040722.JPG;2020:04:15;(6, 1, 33, 1, 57, 1);46.7745327;6.6327418;480.697;5;1;
G0040723.JPG;2020:04:15;(6, 1, 34, 1, 2, 1);46.7746133;6.6328337;480.815;5;1;
G0040724.JPG;2020:04:15;(6, 1, 34, 1, 7, 1);46.7746929;6.6329136;480.875;5;1;
G0040725.JPG;2020:04:15;(6, 1, 34, 1, 12, 1);46.7747448;6.6329824;480.208;5;1;
G0040726.JPG;2020:04:15;(6, 1, 34, 1, 17, 1);46.7747987;6.6330441;480.089;5;1;
G0040727.JPG;2020:04:15;(6, 1, 34, 1, 22, 1);46.7748132;6.633015;479.964;5;1;
G0040728.JPG;2020:04:15;(6, 1, 34, 1, 27, 1);46.7748423;6.632942;480.284;5;1;
G0040729.JPG;2020:04:15;(6, 1, 34, 1, 32, 1);46.7748547;6.6328322;480.316;5;1;
G0040730.JPG;2020:04:15;(6, 1, 34, 1, 37, 1);46.7748956;6.6326955;481.066;5;1;
G0040731.JPG;2020:04:15;(6, 1, 34, 1, 42, 1);46.7749743;6.6325706;480.612;5;1;
G0040732.JPG;2020:04:15;(6, 1, 34, 1, 47, 1);46.7750731;6.6324099;479.995;5;1;
G0040733.JPG;2020:04:15;(6, 1, 34, 1, 52, 1);46.7751731;6.6322596;479.299;5;1;
G0040734.JPG;2020:04:15;(6, 1, 34, 1, 57, 1);46.7752701;6.6321124;478.082;5;1;
G0040735.JPG;2020:04:15;(6, 1, 35, 1, 2, 1);46.775365;6.6319832;477.384;5;1;
G0040736.JPG;2020:04:15;(6, 1, 35, 1, 7, 1);46.77546;6.6318508;476.831;5;1;
G0040737.JPG;2020:04:15;(6, 1, 35, 1, 12, 1);46.7754247;6.6316946;476.742;5;1;
G0040738.JPG;2020:04:15;(6, 1, 35, 1, 17, 1);46.7753454;6.6315368;477.461;5;1;
G0040739.JPG;2020:04:15;(6, 1, 35, 1, 22, 1);46.7752639;6.6313784;477.425;5;1;
G0040740.JPG;2020:04:15;(6, 1, 35, 1, 27, 1);46.7751756;6.6312624;477.134;5;1;
G0040741.JPG;2020:04:15;(6, 1, 35, 1, 32, 1);46.7751049;6.6311388;477.077;5;1;
G0040742.JPG;2020:04:15;(6, 1, 35, 1, 37, 1);46.775124;6.6311724;477.913;5;1;
G0040743.JPG;2020:04:15;(6, 1, 35, 1, 42, 1);46.7751982;6.6312887;478.616;5;1;
G0040744.JPG;2020:04:15;(6, 1, 35, 1, 47, 1);46.7752694;6.6314127;477.75;5;1;
G0040745.JPG;2020:04:15;(6, 1, 35, 1, 52, 1);46.7753279;6.6315486;476.504;5;1;
G0040746.JPG;2020:04:15;(6, 1, 35, 1, 57, 1);46.7754002;6.6316905;474.567;5;1;
G0040747.JPG;2020:04:15;(6, 1, 36, 1, 2, 1);46.7754484;6.6317729;473.488;5;1;
G0040748.JPG;2020:04:15;(6, 1, 36, 1, 7, 1);46.7755054;6.6317535;475.729;8;3;5 mètres raides (10%?)
G0040749.JPG;2020:04:15;(6, 1, 36, 1, 12, 1);46.7755554;6.6317158;477.966;4;2;Dalles passerelles
G0040750.JPG;2020:04:15;(6, 1, 36, 1, 17, 1);46.775592;6.6316842;478.586;4;2;Dalles passerelles
G0040751.JPG;2020:04:15;(6, 1, 36, 1, 22, 1);46.7756387;6.631642;479.182;4;2;Dalles passerelles
